gene	B_cells_EA	B_cells_AA	CAFs_EA	CAFs_AA	Cancer_EA	Cancer_AA	Cycling_Myeloid_EA	Cycling_Myeloid_AA	Cycling_PVL_EA	Cycling_PVL_AA	Endothelial_EA	Endothelial_AA	IFN-resp.neutrophil_EA	IFN-resp.neutrophil_AA	IL.8.neutrophil_EA	IL.8.neutrophil_AA	Lum_Prog_EA	Lum_Prog_AA	Mature_Lum_EA	Mature_Lum_AA	Myeloid_DC_EA	Myeloid_DC_AA	Myeloid_Macrophage_EA	Myeloid_Macrophage_AA	Myeloid_Monocyte_EA	Myeloid_Monocyte_AA	Myoepithelial_EA	Myoepithelial_AA	PVL_EA	PVL_AA	Plasmablast_EA	Plasmablast_AA	T_cells_EA	T_cells_AA	T_cells_CD4_EA	T_cells_CD4_AA	T_cells_CD4_Tfh_EA	T_cells_CD4_Tfh_AA	T_cells_CD4_Tregs_EA	T_cells_CD4_Tregs_AA	T_cells_CD8_EA	T_cells_CD8_AA	T_cells_NK_EA	T_cells_NK_AA	T_cells_NKT_EA	T_cells_NKT_AA	calprotectin.neutrophil_EA	calprotectin.neutrophil_AA	degraulating.neutrophil_EA	degraulating.neutrophil_AA
MAPRE2	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.02	0.00	0.03	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.03	0.00	0.02	0.00	0.00	0.00	0.01
APOLD1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
WFDC1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GLIS2	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ROR2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PNP	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.03	0.00	0.01	0.00	0.05	0.00	0.00	0.00	0.01	0.00	0.03	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.03	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.03
PPP1R14A	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.03	0.09	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.03	0.09	0.04	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RASIP1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PLPP1	0.00	0.00	0.02	0.04	0.00	0.01	0.00	0.01	0.01	0.03	0.04	0.09	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.03	0.08	0.01	0.03	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00
GAL3ST4	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRY4	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GAS1	0.00	0.00	0.01	0.05	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RAB5C	0.00	0.01	0.01	0.03	0.02	0.05	0.02	0.06	0.02	0.06	0.02	0.05	0.03	0.07	0.05	0.14	0.01	0.02	0.02	0.04	0.01	0.04	0.02	0.06	0.02	0.05	0.00	0.01	0.01	0.04	0.00	0.01	0.01	0.02	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.04	0.02	0.06
JAM2	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MALAT1	0.66	2.71	0.59	2.44	0.58	2.38	0.51	2.10	0.59	2.40	0.62	2.53	0.33	1.35	0.53	2.19	0.50	2.07	0.63	2.57	0.63	2.58	0.56	2.28	0.59	2.43	0.57	2.33	0.65	2.66	0.53	2.19	0.59	2.41	0.67	2.74	0.63	2.59	0.69	2.81	0.64	2.64	0.67	2.76	0.70	2.85	0.26	1.07	0.28	1.15
ABI3	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.02	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00
FSCN1	0.00	0.01	0.01	0.06	0.01	0.04	0.01	0.04	0.01	0.05	0.03	0.14	0.00	0.00	0.00	0.00	0.02	0.09	0.00	0.01	0.02	0.11	0.01	0.05	0.00	0.01	0.01	0.06	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00
SYNPO	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DAZAP2	0.06	0.10	0.04	0.06	0.04	0.06	0.07	0.11	0.04	0.07	0.05	0.08	0.09	0.14	0.14	0.22	0.05	0.08	0.06	0.10	0.06	0.09	0.06	0.10	0.07	0.11	0.06	0.09	0.04	0.07	0.02	0.03	0.07	0.12	0.06	0.10	0.07	0.12	0.08	0.12	0.07	0.12	0.05	0.09	0.06	0.09	0.07	0.11	0.09	0.14
ADAMTS14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NAV1	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CDH13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ARHGDIA	0.02	0.07	0.03	0.09	0.04	0.11	0.05	0.15	0.05	0.13	0.04	0.10	0.01	0.03	0.03	0.07	0.03	0.09	0.04	0.11	0.04	0.10	0.04	0.12	0.04	0.11	0.03	0.08	0.03	0.08	0.02	0.05	0.05	0.13	0.03	0.07	0.03	0.08	0.03	0.09	0.04	0.10	0.03	0.07	0.03	0.08	0.01	0.02	0.03	0.07
RNASE6	0.02	0.02	0.00	0.00	0.00	0.00	0.02	0.04	0.00	0.00	0.00	0.00	0.01	0.02	0.02	0.03	0.00	0.00	0.00	0.00	0.02	0.04	0.02	0.04	0.02	0.03	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00
ADAM12	0.00	0.00	0.03	0.17	0.00	0.01	0.00	0.01	0.02	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RGS16	0.01	0.03	0.02	0.11	0.00	0.02	0.00	0.02	0.04	0.17	0.02	0.11	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.04	0.00	0.02	0.00	0.02	0.00	0.01	0.02	0.11	0.04	0.18	0.00	0.01	0.01	0.03	0.01	0.02	0.01	0.04	0.00	0.01	0.00	0.02	0.01	0.07	0.00	0.01	0.00	0.00	0.00	0.00
THBD	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.06	0.01	0.02	0.04	0.10	0.01	0.02	0.02	0.04	0.00	0.00	0.00	0.00	0.02	0.04	0.02	0.05	0.03	0.06	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00
GJA4	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.03	0.11	0.02	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KLF2	0.04	0.09	0.02	0.05	0.01	0.03	0.03	0.08	0.03	0.07	0.07	0.17	0.00	0.01	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.02	0.06	0.14	0.03	0.07	0.01	0.02	0.02	0.06	0.01	0.03	0.02	0.05	0.04	0.10	0.01	0.02	0.02	0.05	0.03	0.07	0.02	0.06	0.03	0.07	0.01	0.02	0.01	0.01
BCAT1	0.00	0.00	0.00	0.01	0.00	0.00	0.02	0.04	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.04	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
PLXDC1	0.00	0.00	0.02	0.11	0.00	0.00	0.00	0.00	0.03	0.15	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.14	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KDR	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LIMD2	0.14	0.15	0.01	0.01	0.01	0.01	0.05	0.05	0.03	0.03	0.01	0.01	0.05	0.05	0.04	0.04	0.00	0.00	0.00	0.00	0.09	0.09	0.04	0.05	0.10	0.10	0.00	0.00	0.02	0.02	0.02	0.02	0.13	0.13	0.10	0.10	0.11	0.11	0.12	0.12	0.12	0.12	0.08	0.08	0.09	0.09	0.06	0.06	0.05	0.05
FLI1	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.01	0.02	0.03	0.01	0.02	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.02	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02
CAP1	0.03	0.11	0.03	0.11	0.03	0.11	0.07	0.24	0.07	0.21	0.04	0.13	0.05	0.17	0.06	0.19	0.02	0.07	0.04	0.11	0.06	0.20	0.06	0.20	0.07	0.22	0.04	0.14	0.04	0.14	0.01	0.04	0.05	0.17	0.03	0.08	0.04	0.14	0.04	0.13	0.04	0.14	0.03	0.10	0.05	0.16	0.06	0.19	0.08	0.27
PDGFRA	0.00	0.00	0.03	0.06	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
COX7A1	0.00	0.00	0.02	0.06	0.00	0.01	0.00	0.00	0.02	0.06	0.03	0.06	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.03	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CCR1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.03	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SERPINE1	0.00	0.00	0.05	0.12	0.01	0.01	0.00	0.01	0.03	0.07	0.03	0.07	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.02	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00
NDN	0.00	0.00	0.01	0.03	0.00	0.00	0.00	0.00	0.01	0.04	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM19	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.02
ATP6V0C	0.08	0.08	0.07	0.07	0.09	0.09	0.15	0.15	0.06	0.06	0.06	0.06	0.04	0.04	0.14	0.15	0.10	0.11	0.13	0.13	0.10	0.10	0.17	0.18	0.14	0.14	0.11	0.11	0.05	0.05	0.06	0.06	0.09	0.09	0.09	0.09	0.10	0.10	0.09	0.09	0.10	0.11	0.09	0.09	0.06	0.06	0.04	0.04	0.06	0.07
DLC1	0.00	0.00	0.01	0.05	0.00	0.00	0.00	0.00	0.01	0.05	0.01	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
IGHG3	0.06	0.10	0.02	0.03	0.03	0.05	0.03	0.05	0.05	0.08	0.02	0.03	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.03	0.05	0.02	0.03	0.02	0.04	0.00	0.00	0.03	0.05	0.43	0.77	0.02	0.04	0.01	0.02	0.02	0.03	0.02	0.03	0.01	0.02	0.02	0.03	0.02	0.04	0.00	0.00	0.00	0.00
TPM1	0.00	0.01	0.04	0.39	0.03	0.35	0.01	0.06	0.07	0.75	0.02	0.16	0.00	0.04	0.01	0.06	0.04	0.38	0.06	0.58	0.00	0.03	0.01	0.07	0.00	0.04	0.08	0.79	0.07	0.69	0.00	0.02	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.04	0.01	0.08
LPAR6	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.02	0.00	0.01	0.03	0.05	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.00	0.00	0.02	0.04	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00
PARVG	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.01	0.02
TLR4	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.03	0.05	0.02	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03	0.01	0.01
JCHAIN	0.08	0.12	0.02	0.03	0.01	0.02	0.02	0.04	0.01	0.02	0.03	0.04	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.02	0.17	0.27	0.01	0.02	0.01	0.02	0.01	0.02	0.02	0.04	0.54	0.82	0.04	0.06	0.01	0.02	0.02	0.03	0.02	0.02	0.03	0.04	0.01	0.01	0.01	0.02	0.00	0.00	0.00	0.00
TSC22D3	0.12	0.41	0.05	0.17	0.04	0.13	0.05	0.16	0.05	0.17	0.05	0.17	0.09	0.28	0.11	0.38	0.02	0.06	0.03	0.10	0.06	0.19	0.05	0.16	0.07	0.23	0.02	0.08	0.06	0.20	0.06	0.21	0.10	0.33	0.13	0.44	0.12	0.41	0.13	0.42	0.13	0.42	0.12	0.40	0.09	0.29	0.07	0.25	0.07	0.23
DYSF	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.01	0.03	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.01	0.03
CERCAM	0.00	0.00	0.04	0.14	0.01	0.02	0.00	0.01	0.02	0.09	0.00	0.01	0.02	0.08	0.03	0.13	0.00	0.01	0.01	0.03	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.03	0.01	0.04	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.07	0.02	0.07
ARHGAP1	0.00	0.01	0.01	0.04	0.00	0.02	0.00	0.01	0.02	0.07	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.01	0.01	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.06	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.04
SELPLG	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.06	0.07	0.03	0.04	0.00	0.00	0.00	0.00	0.03	0.05	0.02	0.03	0.03	0.03	0.00	0.00	0.00	0.00	0.01	0.01	0.03	0.04	0.02	0.02	0.01	0.02	0.03	0.03	0.03	0.04	0.02	0.02	0.03	0.04	0.05	0.06	0.03	0.04
FOLR2	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.10	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FKBP9	0.00	0.00	0.01	0.06	0.01	0.02	0.00	0.01	0.01	0.05	0.01	0.06	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.04
ACTR2	0.03	0.06	0.02	0.05	0.03	0.06	0.07	0.15	0.04	0.08	0.03	0.07	0.04	0.08	0.04	0.09	0.01	0.03	0.03	0.06	0.05	0.12	0.06	0.13	0.07	0.14	0.01	0.03	0.02	0.05	0.01	0.01	0.03	0.07	0.02	0.05	0.03	0.06	0.03	0.07	0.03	0.06	0.03	0.06	0.03	0.07	0.03	0.07	0.06	0.13
JAG1	0.00	0.00	0.01	0.04	0.00	0.02	0.00	0.00	0.03	0.20	0.02	0.09	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.06	0.02	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01
SLCO2A1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SAMHD1	0.01	0.01	0.05	0.07	0.01	0.01	0.15	0.23	0.06	0.09	0.04	0.06	0.08	0.13	0.03	0.05	0.01	0.01	0.01	0.01	0.12	0.19	0.16	0.25	0.15	0.24	0.01	0.02	0.04	0.06	0.01	0.01	0.06	0.09	0.04	0.07	0.04	0.06	0.07	0.11	0.03	0.05	0.03	0.05	0.04	0.07	0.01	0.02	0.01	0.02
EFEMP2	0.00	0.00	0.07	0.21	0.00	0.01	0.00	0.00	0.05	0.15	0.01	0.04	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.08	0.04	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
CLEC14A	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ANGPTL2	0.00	0.00	0.05	0.09	0.00	0.00	0.00	0.00	0.01	0.03	0.03	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.04	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CTSZ	0.04	0.06	0.07	0.11	0.06	0.08	0.33	0.47	0.15	0.22	0.08	0.11	0.00	0.00	0.00	0.00	0.04	0.06	0.05	0.07	0.21	0.29	0.37	0.52	0.18	0.26	0.07	0.10	0.08	0.11	0.04	0.05	0.02	0.03	0.01	0.01	0.02	0.03	0.03	0.04	0.01	0.02	0.02	0.02	0.01	0.01	0.00	0.00	0.00	0.00
LAMA4	0.00	0.00	0.07	0.22	0.01	0.02	0.00	0.00	0.10	0.31	0.07	0.23	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.07	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
