gene	B_cells_EA	B_cells_AA	CAFs_EA	CAFs_AA	Cancer_EA	Cancer_AA	Cycling_Myeloid_EA	Cycling_Myeloid_AA	Cycling_PVL_EA	Cycling_PVL_AA	Endothelial_EA	Endothelial_AA	IFN-resp.neutrophil_EA	IFN-resp.neutrophil_AA	IL.8.neutrophil_EA	IL.8.neutrophil_AA	Lum_Prog_EA	Lum_Prog_AA	Mature_Lum_EA	Mature_Lum_AA	Myeloid_DC_EA	Myeloid_DC_AA	Myeloid_Macrophage_EA	Myeloid_Macrophage_AA	Myeloid_Monocyte_EA	Myeloid_Monocyte_AA	Myoepithelial_EA	Myoepithelial_AA	PVL_EA	PVL_AA	Plasmablast_EA	Plasmablast_AA	T_cells_EA	T_cells_AA	T_cells_CD4_EA	T_cells_CD4_AA	T_cells_CD4_Tfh_EA	T_cells_CD4_Tfh_AA	T_cells_CD4_Tregs_EA	T_cells_CD4_Tregs_AA	T_cells_CD8_EA	T_cells_CD8_AA	T_cells_NK_EA	T_cells_NK_AA	T_cells_NKT_EA	T_cells_NKT_AA	calprotectin.neutrophil_EA	calprotectin.neutrophil_AA	degraulating.neutrophil_EA	degraulating.neutrophil_AA
SNX10	0.02	0.00	0.00	0.00	0.01	0.00	0.07	0.01	0.00	0.00	0.00	0.00	0.04	0.01	0.04	0.01	0.00	0.00	0.01	0.00	0.03	0.01	0.06	0.01	0.05	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.03	0.00	0.03	0.00
NCF2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.07	0.02	0.10	0.03	0.00	0.00	0.00	0.00	0.01	0.00	0.03	0.01	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.02	0.05	0.02
CD84	0.01	0.01	0.00	0.00	0.00	0.00	0.04	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.05	0.04	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.01	0.03	0.02	0.01	0.01	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ID3	0.04	0.06	0.11	0.17	0.02	0.04	0.05	0.07	0.16	0.25	0.13	0.21	0.00	0.00	0.00	0.00	0.02	0.04	0.02	0.04	0.01	0.02	0.03	0.05	0.02	0.04	0.07	0.11	0.14	0.22	0.00	0.01	0.03	0.04	0.02	0.03	0.01	0.02	0.04	0.06	0.02	0.03	0.03	0.05	0.01	0.01	0.00	0.00	0.00	0.00
SAT1	0.37	0.26	0.36	0.25	0.38	0.26	0.67	0.46	0.30	0.21	0.46	0.32	0.65	0.45	0.94	0.65	0.45	0.31	0.60	0.42	0.67	0.46	0.87	0.60	0.94	0.65	0.31	0.22	0.22	0.15	0.27	0.19	0.41	0.28	0.32	0.23	0.28	0.19	0.57	0.39	0.29	0.20	0.29	0.20	0.29	0.20	0.50	0.34	0.41	0.29
NKG7	0.01	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.01	0.03	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.24	0.14	0.03	0.02	0.02	0.01	0.01	0.01	0.40	0.23	0.45	0.26	0.66	0.38	0.00	0.00	0.18	0.10
MVP	0.01	0.00	0.04	0.02	0.03	0.01	0.03	0.01	0.03	0.01	0.04	0.02	0.06	0.03	0.03	0.01	0.03	0.01	0.03	0.01	0.04	0.02	0.04	0.02	0.04	0.02	0.02	0.01	0.04	0.02	0.01	0.00	0.03	0.01	0.02	0.01	0.02	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.04	0.02	0.04	0.02
VAMP5	0.03	0.02	0.11	0.06	0.01	0.01	0.14	0.07	0.18	0.09	0.20	0.10	0.04	0.02	0.01	0.00	0.00	0.00	0.01	0.00	0.07	0.04	0.19	0.10	0.15	0.08	0.02	0.01	0.11	0.06	0.03	0.02	0.08	0.04	0.04	0.02	0.06	0.03	0.08	0.04	0.06	0.03	0.04	0.02	0.05	0.03	0.00	0.00	0.00	0.00
ITGAX	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.11	0.07	0.16	0.10	0.00	0.00	0.00	0.00	0.03	0.02	0.03	0.02	0.06	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.10	0.06	0.03	0.02
THEMIS2	0.01	0.01	0.00	0.00	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.10	0.05	0.08	0.04	0.00	0.00	0.00	0.00	0.05	0.02	0.05	0.03	0.05	0.03	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.07	0.04	0.07	0.04
TNFRSF1A	0.00	0.00	0.04	0.05	0.02	0.02	0.03	0.04	0.04	0.05	0.04	0.05	0.07	0.09	0.06	0.07	0.02	0.03	0.03	0.03	0.02	0.02	0.04	0.05	0.03	0.03	0.02	0.03	0.04	0.05	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.06	0.08	0.04	0.05
CIB1	0.04	0.02	0.03	0.02	0.07	0.04	0.05	0.03	0.03	0.02	0.03	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.07	0.04	0.04	0.02	0.04	0.02	0.05	0.03	0.02	0.01	0.03	0.02	0.01	0.01	0.06	0.03	0.05	0.03	0.06	0.03	0.05	0.03	0.05	0.03	0.04	0.02	0.05	0.03	0.01	0.00	0.02	0.01
GBP2	0.01	0.00	0.03	0.01	0.01	0.00	0.04	0.01	0.05	0.02	0.03	0.01	0.12	0.04	0.06	0.02	0.09	0.03	0.03	0.01	0.02	0.01	0.05	0.02	0.06	0.02	0.06	0.02	0.05	0.02	0.01	0.00	0.06	0.02	0.03	0.01	0.04	0.01	0.08	0.03	0.04	0.01	0.04	0.02	0.04	0.01	0.04	0.01	0.00	0.00
IGSF6	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.03	0.00	0.00	0.00	0.00	0.08	0.04	0.05	0.03	0.00	0.00	0.00	0.00	0.03	0.02	0.07	0.04	0.06	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.03	0.01	0.01
AP1B1	0.01	0.01	0.00	0.00	0.01	0.01	0.04	0.02	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.04	0.03	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
GBP4	0.02	0.01	0.01	0.01	0.00	0.00	0.04	0.02	0.03	0.02	0.04	0.03	0.03	0.02	0.03	0.02	0.00	0.00	0.00	0.00	0.03	0.02	0.05	0.03	0.03	0.02	0.00	0.00	0.02	0.02	0.00	0.00	0.04	0.03	0.01	0.01	0.02	0.01	0.03	0.02	0.02	0.01	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00
NR1H3	0.00	0.00	0.02	0.01	0.01	0.00	0.03	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.06	0.03	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AKR1B1	0.01	0.01	0.02	0.02	0.01	0.01	0.04	0.04	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.04	0.01	0.01	0.00	0.00	0.01	0.01	0.04	0.04	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02
TLR2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.06	0.03	0.06	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.02	0.01	0.01
IKZF3	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00
SPOCK2	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.03	0.08	0.03	0.12	0.04	0.14	0.05	0.06	0.02	0.03	0.01	0.03	0.01	0.00	0.00	0.00	0.00
EIF4A1	0.02	0.01	0.03	0.02	0.03	0.02	0.03	0.02	0.05	0.03	0.03	0.02	0.02	0.01	0.06	0.04	0.04	0.02	0.04	0.02	0.03	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.04	0.02	0.00	0.00	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.03	0.02	0.03	0.02	0.02	0.01	0.07	0.05
KCNAB2	0.01	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.08	0.03	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.02	0.01	0.01	0.01	0.05	0.02
LYL1	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PARP12	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
CYFIP1	0.00	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.03	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EGLN2	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.03	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.03	0.01
ATOX1	0.02	0.00	0.06	0.01	0.09	0.02	0.10	0.02	0.11	0.02	0.08	0.01	0.00	0.00	0.01	0.00	0.06	0.01	0.08	0.01	0.08	0.02	0.12	0.02	0.06	0.01	0.02	0.00	0.05	0.01	0.04	0.01	0.03	0.01	0.01	0.00	0.03	0.01	0.04	0.01	0.01	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.02	0.00
PTAFR	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.05	0.02	0.06	0.02	0.00	0.00	0.00	0.00	0.01	0.00	0.03	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.02	0.01
TBC1D10C	0.03	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.05	0.02	0.04	0.01	0.04	0.01	0.04	0.02	0.06	0.02	0.03	0.01	0.05	0.02	0.02	0.01	0.05	0.02
CD27	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.03	0.06	0.03	0.03	0.02	0.06	0.03	0.11	0.06	0.07	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CARD16	0.01	0.00	0.01	0.00	0.01	0.00	0.05	0.01	0.02	0.00	0.03	0.01	0.05	0.01	0.04	0.01	0.01	0.00	0.00	0.00	0.03	0.01	0.06	0.02	0.08	0.02	0.01	0.00	0.01	0.00	0.01	0.00	0.05	0.01	0.02	0.01	0.05	0.01	0.12	0.03	0.04	0.01	0.03	0.01	0.05	0.01	0.03	0.01	0.03	0.01
IGHM	0.27	0.20	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.04	0.01	0.01	0.00	0.00	0.01	0.00	0.01	0.01	0.17	0.13	0.02	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00
SOCS1	0.02	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.01	0.02	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.04	0.02	0.03	0.02	0.04	0.02	0.03	0.02	0.04	0.02	0.04	0.02	0.03	0.02	0.00	0.00	0.00	0.00
CCL19	0.00	0.00	0.06	0.01	0.00	0.00	0.00	0.00	0.03	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.03	0.01	0.00	0.01	0.00	0.01	0.00	0.14	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
IL15RA	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
S100A6	0.11	0.01	0.55	0.05	0.34	0.03	0.46	0.04	0.39	0.03	0.45	0.04	0.14	0.01	0.06	0.01	0.48	0.04	0.22	0.02	0.39	0.03	0.41	0.03	0.57	0.05	0.43	0.04	0.40	0.03	0.09	0.01	0.31	0.03	0.26	0.02	0.23	0.02	0.33	0.03	0.31	0.03	0.22	0.02	0.34	0.03	0.15	0.01	0.21	0.02
LGALS2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.02	0.01	0.00	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CHI3L1	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.09	0.02	0.09	0.02	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.08	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.01	0.11	0.03
SIT1	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.01	0.00	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM69	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RPS5	0.36	0.02	0.27	0.01	0.32	0.01	0.26	0.01	0.29	0.01	0.27	0.01	0.01	0.00	0.02	0.00	0.39	0.02	0.32	0.01	0.30	0.01	0.21	0.01	0.26	0.01	0.34	0.01	0.29	0.01	0.21	0.01	0.29	0.01	0.32	0.01	0.28	0.01	0.25	0.01	0.28	0.01	0.29	0.01	0.25	0.01	0.01	0.00	0.08	0.00
IDH3G	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
STAT6	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.03	0.01	0.05	0.02	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.02	0.01
GPR132	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
EIF3G	0.04	0.01	0.05	0.01	0.05	0.01	0.04	0.01	0.05	0.01	0.05	0.01	0.01	0.00	0.02	0.00	0.08	0.01	0.06	0.01	0.05	0.01	0.04	0.01	0.05	0.01	0.07	0.01	0.06	0.01	0.02	0.00	0.06	0.01	0.05	0.01	0.05	0.01	0.05	0.01	0.05	0.01	0.05	0.01	0.05	0.01	0.01	0.00	0.02	0.00
CD8B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.07	0.02	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
CCL13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CISH	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTSL4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
CEBPB	0.00	0.00	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.03	0.03	0.04	0.04	0.02	0.01	0.02	0.02	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00
UBXN6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KLHDC7B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JOSD2	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
NBEAL2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00
GZMH	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.01	0.00	0.06	0.01	0.00	0.00	0.00	0.00
GLRX	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.02	0.01
ERP29	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.03	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.02	0.01
AGTRAP	0.00	0.00	0.01	0.00	0.02	0.00	0.03	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.02	0.00	0.03	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.05	0.01
SEL1L3	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACP5	0.07	0.04	0.06	0.04	0.03	0.02	0.13	0.08	0.04	0.02	0.01	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.05	0.03	0.05	0.03	0.19	0.12	0.08	0.05	0.03	0.02	0.02	0.01	0.03	0.02	0.07	0.05	0.02	0.01	0.06	0.04	0.10	0.07	0.07	0.05	0.06	0.04	0.02	0.01	0.00	0.00	0.01	0.00
MYO1F	0.01	0.01	0.00	0.00	0.00	0.00	0.04	0.03	0.00	0.00	0.00	0.00	0.13	0.09	0.18	0.12	0.00	0.00	0.00	0.00	0.03	0.02	0.05	0.03	0.06	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.02	0.01	0.02	0.01	0.02	0.01	0.03	0.02	0.03	0.02	0.06	0.04	0.13	0.09	0.12	0.08
TAPBP	0.14	0.06	0.12	0.05	0.12	0.05	0.19	0.08	0.14	0.06	0.16	0.07	0.25	0.11	0.23	0.10	0.12	0.05	0.15	0.07	0.22	0.09	0.20	0.08	0.17	0.07	0.12	0.05	0.13	0.06	0.11	0.05	0.20	0.08	0.14	0.06	0.14	0.06	0.13	0.06	0.17	0.07	0.16	0.07	0.16	0.07	0.17	0.07	0.19	0.08
GM2A	0.03	0.02	0.01	0.01	0.02	0.01	0.09	0.06	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.04	0.03	0.10	0.07	0.04	0.02	0.02	0.01	0.01	0.00	0.02	0.01	0.01	0.01	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
HMOX1	0.00	0.01	0.01	0.01	0.00	0.00	0.06	0.07	0.00	0.01	0.01	0.01	0.00	0.00	0.02	0.03	0.00	0.00	0.00	0.00	0.03	0.04	0.10	0.13	0.07	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
